user_id,weightage,bronze,silver,gold,question title
5865631,0.001029,6,0,0,How can I sort datetime columns by row value in a Pandas dataframe?
3937192,0.001029,6,0,0,fill NaN with another lookup table
2582017,0.001029,6,0,0,Apply weight formula over rows of Dataframe Pandas
6571492,0.001029,6,0,0,"I can load multiple stock tickers from yahoo finance, but I am having trouble adding new columns before it is saved to a csv"
5301837,0.001029,6,0,0,How to get distinct count of keys along with other aggregations in pandas
5337399,0.001029,6,0,0,Replace values in a dataframes using other dataframe with strings as keys with Pandas
1590555,0.001029,6,0,0,Pandas group by chunks not single values
1783974,0.001029,6,0,0,geopandas AttributeError: &#39;MultiPolygon&#39; object has no attribute &#39;exterior&#39;
5606318,0.001029,6,0,0,Pandas error trying to convert string into integer
2582017,0.001029,6,0,0,Adding a column to a Multiindex Dataframe
6719911,0.001029,6,0,0,Python for loop over two lists for all the pairs
2582017,0.001029,6,0,0,substract from date tuple
4530884,0.001029,6,0,0,Using set_index within a custom function
6661895,0.001029,6,0,0,Creating a list based on column conditions
5179643,0.001029,6,0,0,Ignore preceding values for a given column when calculating rolling.mean using Pandas
2582017,0.001029,6,0,0,Apply Numpy function over entire Dataframe
2582017,0.001029,6,0,0,TypeError: can&#39;t multiply sequence by non-int of type &#39;float&#39; even after using np.multiply
2582017,0.001029,6,0,0,how to add a row to a Datetime Multiindex Panda Dataframe
2182234,0.001029,6,0,0,Pandas HDF5 Showing Large Overhead per Observation
5904495,0.001029,6,0,0,Quickly sampling large number of rows from large dataframes in python
2582017,0.001029,6,0,0,How to access prior rows within a multiindex Panda dataframe
4264062,0.001029,6,0,0,Apply shift for comparison on multiple columns over groupby pandas
6506593,0.001029,6,0,0,Division error in Python Pandas: libmkl_vml_avx.so: undefined symbol: mkl_serv_getenv
6661895,0.001029,6,0,0,Insert list into cells which meet column conditions
4450508,0.001029,6,0,0,ValueError: Could not broadcast during Pandas Dataframe Apply When Chunking
6163540,0.001029,6,0,0,Rename several unnamed columns in a pandas dataframe
5082048,0.001029,6,0,0,iterate over GroupBy object in dask
6506593,0.001029,6,0,0,Select Columns in pandas DF
5179643,0.001029,6,0,0,Pandas rolling.mean is returning unexpected values
4229273,0.001029,6,0,0,Is there a more pythonic way to write this?
6163540,0.001029,6,0,0,Create a set from a series in pandas
1609464,0.001029,6,0,0,Resampling (Upsample) Pandas multiindex dataframe
4541216,0.001029,6,0,0,python pandas/numpy quick way of replacing all values according to a mapping scheme
6295849,0.001029,6,0,0,How do I do diff analysis across grouped records?
5367974,0.001029,6,0,0,Rearranging groupings in bar chart from pandas dataframe
5112032,0.001029,6,0,0,Pandas slicing by element in cell
3415821,0.001029,6,0,0,python dataframe std deviation of a column/row containing all Nan values except one element
6163540,0.001029,6,0,0,Aggregate function to data frame in pandas
4574710,0.000933,2,1,0,Uploading User Details from an excel file using pandas in python to postgres Database
6865456,0.000858,5,0,0,"TypeError: Signature mismatch. Keys must be dtype &lt;dtype: &#39;string&#39;&gt;, got &lt;dtype:&#39;int64&#39;&gt;"
6899616,0.000858,5,0,0,Error on if condition in pandas
4795243,0.000858,5,0,0,How to separate a CSV file when there are &quot;&quot; lines?
4893407,0.000858,5,0,0,How best to use pandas.DataFrame.pivot?
2039162,0.000858,5,0,0,Get next value from a row that satisfies a condition in pandas
5754771,0.000858,5,0,0,4 dimensional nested dictionary to pandas data frame
6412947,0.000858,5,0,0,How to groupby and assign an array to a column in python-pandas?
6186122,0.000858,5,0,0,Trying to create a pandas series within a dataframe with values based on whether or not keys are in another dataframe
4455015,0.000858,5,0,0,Plot datetime64 with matplotlib
6849055,0.000858,5,0,0,merge() missing 1 required positional argument: &#39;right&#39;
4795243,0.000858,5,0,0,python: DataFrame.append does not append element
6866174,0.000858,5,0,0,"Python: Break down large file, filter based on criteria, and put all data into new csv file"
5355800,0.000858,5,0,0,Looping over pandas data frame applying formula to each value
4117997,0.000858,5,0,0,ValueError: cannot use inplace with CategoricalIndex
6835733,0.000858,5,0,0,Counting how many times in a row the result of a sum is positive (or negative)
6227378,0.000858,5,0,0,Access values for a dictionary within a list in a column of a pandas dataframe
6227378,0.000858,5,0,0,"Apply function to column of pandas dataframe in chunks (every few rows), interspersed with time.sleep()"
4602441,0.000858,5,0,0,Pandas - Alternative to rank() function that gives unique ordinal ranks for a column
3079675,0.000858,5,0,0,Working with the output of groupby and groupby.size()
1382498,0.000858,5,0,0,find first instance of a row in pandas dataframe matching a criterion
1382498,0.000858,5,0,0,python pandas count events within time window
6186122,0.000858,5,0,0,Histogram of Correlations
6186122,0.000858,5,0,0,Trying to return number of items in a list as a column in a dataframe
6891053,0.000858,5,0,0,Import Pandas Into Python
6835733,0.000858,5,0,0,Calculate RSI from pandas dataframe
6865456,0.000858,5,0,0,TypeError: argument of type &#39;float&#39; is not iterable-Tensorflow wide_n_deep_tutorial
1736542,0.000858,5,0,0,How to create a new column in Python Dataframe by referencing two other columns?
6835733,0.000858,5,0,0,Part II: Counting how many times in a row the result of a sum is positive (or negative)
6148300,0.000858,5,0,0,Convert DateTime to sequential day of the year
6293038,0.000858,5,0,0,Pandas Dataframe comparison with range/stdev
6624389,0.000858,5,0,0,how could i delete rows with repeating/duplicate index from dataframe
6258628,0.000858,5,0,0,Reshaping pandas dataframe: New row for every 76 entries
1253493,0.000858,5,0,0,Improve HDF5 Data frames Query time
5754771,0.000858,5,0,0,API Call - Multi dimensional nested dictionary to pandas data frame
6240545,0.000858,5,0,0,Pandas charts claims a DataFrame is not a DataFrame
6866170,0.000858,5,0,0,Using Pandas to &quot;applymap&quot; with access to index/column?
2807379,0.000858,5,0,0,Pandas - is it possible to &quot;rewind&quot; read_csv with chunk= argument?
3854325,0.000858,5,0,0,calculating result of a function for a column of a dataframe in python
6172112,0.000858,5,0,0,Pandas: Elementwise typecast
4117997,0.000858,5,0,0,error using where with pandas and categorical columns
1300930,0.000686,4,0,0,After reading a csv using header/skiprows argument values become NaN
6866960,0.000686,4,0,0,Sorting and arranging a list using pandas
5869997,0.000686,4,0,0,python - Pandas - FillNa with another non null row having similar column
4215760,0.000686,4,0,0,Best way to combine datetime in pandas dataframe when times are close
3651036,0.000686,4,0,0,"How do I request a zipfile, extract it, then create pandas dataframes from the csv files?"
4882074,0.000686,4,0,0,Function to calculate value from first row in Python Pandas
6529170,0.000686,4,0,0,Creating dictionary from dataframe in python
6797207,0.000686,4,0,0,Pandas Filter on date for quarterly ends
1831784,0.000686,4,0,0,Dataframe returning None value
6394663,0.000686,4,0,0,Python Pandas calculate time until output reaches 0
6862189,0.000686,4,0,0,How to plot a figure with Chinese Characters in label
6828360,0.000686,4,0,0,create df column name by adding global variable name and a string in Python
6131788,0.000686,4,0,0,Combining data divided between multiple columns after pivoting pandas data table
6858449,0.000686,4,0,0,Make a table from 2 columns
4240695,0.000686,4,0,0,Python pandas: Select columns where a specific row satisfies a condition
5893331,0.000686,4,0,0,Why can&#39;t add a row to pandas dataframe?
3316031,0.000686,4,0,0,Explain how pandas DataFrame join works
6666049,0.000686,4,0,0,Find the location that occurs most in every cluster in DBSCAN
6854280,0.000686,4,0,0,Convert Hex Column in Pandas Without Iterating
6845144,0.000686,4,0,0,"Python, plotting Pandas&#39; pivot_table from long data"
6387135,0.000686,4,0,0,Pandas: remove duplicate record while keeping its old value in dataframe for reference
4215760,0.000686,4,0,0,need help pivoting pandas table
6889536,0.000686,4,0,0,Why does Pandas skip first set of chunks when iterating over csv in my code
6845144,0.000686,4,0,0,Pandas DataFrame plotting - Tick labels
4824731,0.000686,4,0,0,Using Pandas and Sklearn.Neighbors
6735434,0.000686,4,0,0,Splitting a mixed number string from a dataframe column and converting it to a float
4980269,0.000686,4,0,0,Creating a Pandas DataFrame with HDFS file in .csv format
5779756,0.000686,4,0,0,Pandas return column value if other column value is equal
2716660,0.000686,4,0,0,How do I calculate the percent difference between the 1st and 6th key in a list of dictionaries?
6389660,0.000686,4,0,0,How to remove rows with duplicates in pandas dataframe?
6037476,0.000686,4,0,0,Optimal way to add small lists to Pandas DataFrame
6041629,0.000686,4,0,0,pd.read_csv ignores columns that don&#39;t have headers
6610874,0.000686,4,0,0,Issues in Plotting Intraday OHLC Chart with Matplotlib
4618255,0.000686,4,0,0,Can I run Numpy (or other Python packages) on Android?
6735434,0.000686,4,0,0,Read large csv file chunks to dataframe and sort using column header as criteria
6699237,0.000686,4,0,0,Why use pandas.DataFrame.copy() for column extraction
4215760,0.000686,4,0,0,getting weighted average then grouping in pandas
6639780,0.000686,4,0,0,how to apply filter on one variable considering other two variable using python
5269483,0.000686,4,0,0,How to drop columns with empty headers in Pandas?
2561804,0.000686,4,0,0,Combine multiple time-series rows into one row with Pandas
6827430,0.000515,3,0,0,Plotting histograms in Python using pandas
3972916,0.000515,3,0,0,Copying set of specific columns between Pandas dfs where specific values match
2951327,0.000515,3,0,0,pandas pivot table aggfunc troubleshooting
3356075,0.000515,3,0,0,Filtering a pandas dataframe based on a match to partial strings
6881578,0.000515,3,0,0,Filter data frame from values in different columns Pandas
2408288,0.000515,3,0,0,Convert the string 2.90K to 2900 or 5.2M to 5200000 in pandas dataframe
6835239,0.000515,3,0,0,data encapsulation with pandas dataframe in python: best coding practice?
1591930,0.000515,3,0,0,Processing data with different number of features
6827430,0.000515,3,0,0,Vertical line at the end of a CDF histogram using matplotlib
6225734,0.000515,3,0,0,"Error creating multiple plots in python using PdfPages, pandas, matplotlib, and a for loop"
6877014,0.000515,3,0,0,Replace whole string if it contains substring in pandas
2011849,0.000515,3,0,0,How to sum pivot data with a DIFF in time by one of the indexes
6835239,0.000515,3,0,0,How to handle meta data associated with a pandas dataframe?
3278309,0.000515,3,0,0,Manipulating pandas series - empty rows in a column
6852544,0.000515,3,0,0,What am I doing wrong when using seasonal decompose in Python?
1254450,0.000515,3,0,0,Converting python dataframe(pandas) with a timestamp column to R dataframe using rpy2
6836322,0.000515,3,0,0,conversion of np.array(dtype=&#39;str&#39;) in an np.array(dtype=&#39;datetime&#39;)
5063813,0.000515,3,0,0,Extract data from multiple bracket string in Pandas and create new table
6765878,0.000515,3,0,0,Group unique 0th elements of CSV for unique ith elements in python or hive
6605582,0.000515,3,0,0,Histograms in Pandas
6835979,0.000515,3,0,0,i want to compare my sum of Q2 with the sum of all individual account
6835979,0.000515,3,0,0,"Python, Pandas - How can I get something printed in a data range?"
6865626,0.000515,3,0,0,python pandas how to drop duplicates selectively
6827430,0.000515,3,0,0,Reducing rows in a column for a panda DataFrame for plotting
3153140,0.000515,3,0,0,Compare two csv files and color code the difference in csv
5473454,0.000515,3,0,0,Pandas Python- read_csv not reading complete data on each row
6850787,0.000515,3,0,0,Pandas Percent Change on Non-Descending Cells
5855283,0.000515,3,0,0,Join Python dataframe time series efficiently
5309063,0.000515,3,0,0,"How can I identify which variable, from a couple, is the independent one?"
4065400,0.000515,3,0,0,How to keep one single column as a dataframe
6860006,0.000515,3,0,0,"In pandas dataframe, generate third column data based on results in two other columns"
4828434,0.000515,3,0,0,change index value in pandas dataframe
6846554,0.000515,3,0,0,Unable to delete first row in matrix
6618062,0.000343,2,0,0,apply function on groups of k elements of a pandas Series
6648687,0.000343,2,0,0,pandas dataframe sample method causing different accuracy results after applying MultinomialNB
6893963,0.000343,2,0,0,Pandas Dataframe row number become the same after selected by condition
6832896,0.000343,2,0,0,Filtering a pandas data frame with a variable
6840427,0.000343,2,0,0,ValueError: Incompatible indexer with Series
5770622,0.000343,2,0,0,pandas memory consumption hdf file grouping
6869037,0.000343,2,0,0,pandas - add a column of the mean of the last 3 elements in groupby
6901679,0.000343,2,0,0,Python DataFrame error for having a header with parenthesis
6771714,0.000343,2,0,0,"How to get rid of row numbers, pd.read_excel?"
6542551,0.000343,2,0,0,Need to create a Pandas dataframe by reading csv file with random columns
6863702,0.000343,2,0,0,Generating pandas column values based upon filename
6838716,0.000343,2,0,0,How to optimize code that iterates on a big dataframe in Python
6845969,0.000343,2,0,0,Python - calculating the range(highest - lowest) in different group
6651422,0.000343,2,0,0,Getting no such table error using pandas and sqldf
6852858,0.000343,2,0,0,Mask numbers in pandas
5769402,0.000343,2,0,0,Use of extended ASCII as separator with python and pandas
6855318,0.000343,2,0,0,"pandas daily average, pandas.resample"
1949548,0.000343,2,0,0,Binarize a float64 Pandas Dataframe in Python
6620395,0.000343,2,0,0,collect rows and columns based on id matching
6672237,0.000343,2,0,0,What is pandas syntax for lookup based on existing columns + row values?
5658036,0.000343,2,0,0,Dataframe filtering in pandas
6866735,0.000343,2,0,0,How to get key and value in well format and n/a values at the end in pandas
2730295,0.000343,2,0,0,parsing a dictionary in a pandas dataframe cell into new row cells (new columns)
6428010,0.000343,2,0,0,Does the &quot;lambda x: x&quot; hack no longer work in pandas pivot table?
6863702,0.000343,2,0,0,input column based on conditional statement pandas
6858388,0.000343,2,0,0,How to create rows and columns in a .csv file from .log file
6888731,0.000343,2,0,0,SQL Column types in Jupyter Notebook
686075,0.000343,2,0,0,Writing long number to excel from pandas
5390557,0.000343,2,0,0,"In a Python Bokeh Legend, How do I Change the display format of numbers?"
6835984,0.000172,1,0,0,Python libraries imported but unused
6894373,0.000172,1,0,0,Why does exporting a CSV file using Pandas skipping every other row?
6840037,0.000172,1,0,0,python pandas Ignore Nan in integer comparisons
6873010,0.000172,1,0,0,find problematic records - pandas dataframe
6849301,0.000172,1,0,0,How to install packages/modules in IronPython
5134930,0.000172,1,0,0,How can I make a python candlestick chart clickable in matplotlib
6132613,0.000172,1,0,0,Update a null values in countryside column in a data frame with reference to valid countrycode column from another data frame using python
6868875,0.000172,1,0,0,Calculate z-score in data bunch but excluding N.A
6132613,0.000172,1,0,0,Update a null values in countrycode column in a data frame by matching substring of country name using python
6852127,0.000172,1,0,0,Pandas - how to filter rows base on regular expresion
5882284,0.000172,1,0,0,How can I filter for string values in a mixed datatype object in Python Pandas Dataframe
6849439,0.000172,1,0,0,concatenate colums from multiples files
6838810,0.000172,1,0,0,How to call value from excel on python
6236113,0.000172,1,0,0,How to read multidimensional dataframe in Pandas?
6714290,0.000172,1,0,0,Python Convert Datetime from csv for matplotlib
6891272,0.0,0,0,0,Create new database from chunk reader in pandas
3796635,0.0,0,0,0,pd.read_clipboard() giving me an error on Python 2
6843601,0.0,0,0,0,python - Dataframe objects in Jupyter notebook do not output in a stylized grid as they should
6177375,0.0,0,0,0,Loop over Colums in Pandas Dataframe to create multiple plots with one x variable and mulitple y (colum values)
6857038,0.0,0,0,0,Invalid syntax error in for loop pandas
